OBJECTID;CODIGO;TIPO_CONST;TIPO_DOMIN;NUMERO_PIS;IDENTIFICA;GRIDCODE;Area_ha;Amenaza;Grado;Escenario;Escala
320;544980101000001610009000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00011493300;Alta;3;Avenida Torrencial;1:2.000
321;544980101000001600001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00047768900;Alta;3;Avenida Torrencial;1:2.000
322;544980101000001600011000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00209016000;Alta;3;Avenida Torrencial;1:2.000
323;544980101000001600013000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00102432000;Alta;3;Avenida Torrencial;1:2.000
324;544980101000001600016000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00007053230;Alta;3;Avenida Torrencial;1:2.000
325;544980101000001600001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00119856000;Alta;3;Avenida Torrencial;1:2.000
326;544980101000001490036000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00730475000;Alta;3;Avenida Torrencial;1:2.000
327;544980101000001490044000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01214660000;Alta;3;Avenida Torrencial;1:2.000
328;544980101000001490038000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00205431000;Alta;3;Avenida Torrencial;1:2.000
329;544980101000001490038000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00141915000;Alta;3;Avenida Torrencial;1:2.000
330;544980101000001490038000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00055373500;Alta;3;Avenida Torrencial;1:2.000
331;544980101000001490043000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00046534600;Alta;3;Avenida Torrencial;1:2.000
332;544980101000001490044000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00214981000;Alta;3;Avenida Torrencial;1:2.000
333;544980101000001490037000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00728758000;Alta;3;Avenida Torrencial;1:2.000
334;544980101000001490037000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00122082000;Alta;3;Avenida Torrencial;1:2.000
335;544980101000001490037000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00102597000;Alta;3;Avenida Torrencial;1:2.000
336;544980101000001490035000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01192220000;Alta;3;Avenida Torrencial;1:2.000
337;544980103000000690901901000000;CONVENCIONAL;PRIVADO;1;A;3;0,02396060000;Alta;3;Avenida Torrencial;1:2.000
338;544980103000000690002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00278873000;Alta;3;Avenida Torrencial;1:2.000
339;544980103000000690002000000000;CONVENCIONAL;PRIVADO;2;B;3;0,00331943000;Alta;3;Avenida Torrencial;1:2.000
340;544980103000000690006000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00052224200;Alta;3;Avenida Torrencial;1:2.000
341;544980103000000690006000000000;CONVENCIONAL;PRIVADO;2;B;3;0,00598936000;Alta;3;Avenida Torrencial;1:2.000
342;544980101000000060001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00449338000;Alta;3;Avenida Torrencial;1:2.000
343;544980101000000060006000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00382021000;Alta;3;Avenida Torrencial;1:2.000
344;544980101000000060008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00670110000;Alta;3;Avenida Torrencial;1:2.000
345;544980101000000060009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00221616000;Alta;3;Avenida Torrencial;1:2.000
346;544980101000000060007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00601848000;Alta;3;Avenida Torrencial;1:2.000
347;544980101000000060002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00657235000;Alta;3;Avenida Torrencial;1:2.000
348;544980102000001640011000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00239318000;Alta;3;Avenida Torrencial;1:2.000
349;544980102000001630001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00541512000;Alta;3;Avenida Torrencial;1:2.000
350;544980102000001630002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00445954000;Alta;3;Avenida Torrencial;1:2.000
351;544980102000001630003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00419927000;Alta;3;Avenida Torrencial;1:2.000
352;544980102000001630004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00465178000;Alta;3;Avenida Torrencial;1:2.000
353;544980102000001630005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00697406000;Alta;3;Avenida Torrencial;1:2.000
354;544980102000001630006000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00854903000;Alta;3;Avenida Torrencial;1:2.000
355;544980102000001630007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00888688000;Alta;3;Avenida Torrencial;1:2.000
356;544980102000001630008000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00662713000;Alta;3;Avenida Torrencial;1:2.000
357;544980102000001630009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00623777000;Alta;3;Avenida Torrencial;1:2.000
358;544980102000001630010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01190250000;Alta;3;Avenida Torrencial;1:2.000
359;544980102000001630010000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00403447000;Alta;3;Avenida Torrencial;1:2.000
360;544980102000001630008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00040820500;Alta;3;Avenida Torrencial;1:2.000
361;544980102000001630008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00230529000;Alta;3;Avenida Torrencial;1:2.000
362;544980102000001630001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00520267000;Alta;3;Avenida Torrencial;1:2.000
363;544980101000001790022000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00310866000;Alta;3;Avenida Torrencial;1:2.000
364;544980101000001790023000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00084505100;Alta;3;Avenida Torrencial;1:2.000
365;544980101000001790031000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00045363800;Alta;3;Avenida Torrencial;1:2.000
